Curs,Fitxer,TipusPregunta,TipusIncidencia,Comentari,IdiomaSpacy,IdiomaPyCld2,Idioma
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Bajo mi punto de vista, esta asignatura en en principio estaba muy bien diseñada ya que nos servía para integrar todos los conocimientos adquiridos hasta el momento y el hecho de realizar los seminarios con el resto de los compañeros y poder debatir era el momento idóneo de aprendizaje. 
Sin embargo, desde el momento del confinamiento el curso que ha llevado la asignatura, bajo mi punto de vista, no ha sido el más adecuado. Algunas de las actividades propuestas creo que no eran las más adecuadas e incluso se salían del contexto de la asignatura.  La carga de trabajo que llevamos es muy grande (muchas personas estamos al cargo de los cuidados de familiares, trabajo, incluso hemos enfermado) y nos ha sido imposible invertir todo el tiempo que esta asignatura ha requerido.
",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,Ana es muy buena profesora y se nota que se interesa por sus alumnos.,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,Me ha parecido que es una asignatura que en verdad no me ha aportado nada,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Cuando comenzamos la asignatura, la organización de la misma y las actividades que se mandan, contribuían a aumentar mis conocimientos. Pero cuando empezó todo lo del COVID19, pienso que no han sabido cómo gestionarlo, y nos mandan cosas que no ayudan a contribuir en nuestra formación. Solo nos mandan cosas para hacer ""bulto"", y como que quede constancia de que hacemos algo. Además, entiendo perfectamente que debemos de hacer cosas, pero no se está teniendo en cuenta a las personas que trabajamos, ya que en esta situación hay muchas personas que nos hemos unido a diferentes sectores, y no disponemos de una amplia franja horaria. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,Las actividades programadas no contribuyen a nuestra formación.,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"La asignatura para mí, ha sido algo que espero que no vuelva a ver, sobre todo la parte de bioestadística. Pero no es por el profesor, simplemente no me entra en la cabeza y estoy teniendo muchos problemas para entender lo que me dicen. Si dicen que es importante, entonces hay que darlo, pero yo no lo veo.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Buen profesor, preciso, conciso, explica bien y tiene paciencia",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Considero que he aprendido mucho más haciendo los trabajos o seminarios que se nos han mandado que estudiando el temario del examen, por lo que yo aumentaría el peso de los trabajos.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Laura en todo momento se presta disponible para cualquier duda que tengamos y se esfuerza en que entendamos todo bien explicando cada cosa las veces que haga falta. Además, es la profesora que más se ha esforzado para que adquiramos los conocimientos, para ello ha dado todo el temario en videollamada, e incluso estuvo todo un día (mañana y tarde) para hacernos un examen y así ella asegurarse que habíamos entendido los conceptos del temario. Se agradece mucho su interés porque aprendamos, y más aún en la situación en la que estamos. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"No hay ningún aspecto negativo a comentar de esta profesora. 
En cuanto a aspectos positivos hay que destacar que esta profesora es la única que se ha preocupado por hacer que aprendamos, está disponible para cualquier consulta siempre que no necesites y siempre trata que sea lo más justo y adecuado para el alumno y el profesorado. Sin duda, una profesora excelente que se preocupa por el alumnado.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Creo que esta asignatura es muy importante para mi formación y creo que está estructurada de una manera adecuada, estoy contento con ella y no tengo ninguna opinión en contra. Para otros años tal vez se podría tener más peso en la asignatura como se alteran los alimentos en la cocina doméstica, ya que creo que se le da demasiada importancia al ámbito industrial y muy poco al casero.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Muy buena profesora que explica bien y siempre atenta a dudas podamos tener tanto en clase como a través del campus virtual.

Tras el anuncio de hacer las clases de manera virtual continuó siendo una profesora ejemplar, dando el total del temario a traves de videoconferencias y adaptando la asignatura de manera correcta a la nueva situación. 

Solo tengo palabras positivas y de agradecimiento hacia ella.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Creo que el no haber realizado un examen parcial como etapa en la guía docente nos ha perjudicado muchísimo, ya que ahora nos examinamos de todo el temario completo (es demasiado extenso). Me parece que podrían haber tomado otra decisiones (como por ejemplo, retrasar el examen parcial unos días) para así poder realizarlo. Me parece injusto. Además, creo que los profesores no tienen muy en cuenta que es una asignatura difícil y densa y no nos están poniendo las cosas fáciles. 
Es verdad que hay algunos profesores que explican el temario, pero hay temas que ni siquiera han explicado, en mi opinión. Van a perjudicar a muchos de los alumnos que nos esforzamos para sacar la asignatura adelante. Espero que es el examen final, tengan en cuenta todas las circunstancias.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,Se han colgado apuntes sin realizar explicaciones de algún tema. Ocupan horarios de otras asignaturas para actividades que no les corresponden y eso nos causa problemas con otras asignaturas. Rechazaron hacer el parcial por las condiciones pero es algo que nos perjudica además de la situación que vivimos. ,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Con motivo del covid, la mayoría de las explicaciones del temario de esta asignatura han cambiado y la mayoría han sido satisfactorias.
En cuanto a la evaluación estoy completamente en desacuerdo con la actitud que se ha tomado desde el profesorado, no han sabido adaptarse a la situación, creando un estrés mucho mayor en el alumnado y sin mostrar ningún tipo de interés por su bienestar.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Aun así, la metodología de evaluación escogida ha sido incorrecta.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Esta asignatura estaba prevista en el horario en unas horas determinadas, no tienen el derecho de abarcar las horas que les de la gana aunque sean lectivas y si lo van a hacer, que lo pongan en el horario que para algo está.
Durante el periodo de cuarentena, que nos expliquen porque hay profesores que simplemente se dignaban a subir el power point sin ningún tipo de explicación ni clase virtual ni audio ni nada. Repito que no somos dios y ya que no vas a explicar nada, mínimo que los apuntes estén bien y se entienda algo. 
Si no podemos ir a clase porque estamos en estado de alarma, las diferentes actividades que habia presenciales y su forma de evaluarlas se anula y punto.
Que no se nos atosigue tanto que no estamos en casa porque lo hayamos decidido nosotros. 
",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Este cuatrimestre me ha parecido una asignatura mas interesante, y he mostrado mas atención en la clases ;yo creo que ha sido por la forma que el profesor ha tenido de explicar los conceptos",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Ha utilizado muchos recursos para intentar ver las cosas mas claras, a pesar de las situaciones actuales, sigue intetando facilitarnos la visualizacioón de anantomía de la forma mas facil posible, aunque hay cosas dificiles de comprender sin tener clases practicas presenciales",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,El temario me parece correcto ,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,Los métodos utilizados por Ines son los adecuados para comprender la asignatura ,es,id,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,El cronograma de la asignatura debe ser informado con anterioridad y estableciendo las pautas claramente.,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Se llevan a cabo unas actividades muy originales en la asignatura, aun así no llegan a ser de mi total agrado. Creo que se podría aprovechar esta asignatura para poner en práctica los conocimientos poseídos en las aulas de habilidades,  ya que, considero que muchos de estos conocimientos están desgastados cuando realizamos las prácticas clínicas. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Es una profesora muy activa en la docencia, le gusta enseñar a la gente",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Profesorado (Mariona Rocaspana) incompetente que no cumple con las expectativas marcadas desde el inicio, con el que no se puede ni hablar ni debatir de cualquier tema por diferentes motivos, porque no sabe y porque se tiene que quedar siempre por encima, en esta asignatura es una obligación que ella tenga la razón. Muy disgustada. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,No ha impartit classe a aquest grup,"No es la profesora que tenemos en nuestro grupo, está asignatura en 1º ha estado muy bien, este año creo que no estuvieron a la altura. La corrección de los trabajos sin justificar la nota no se debería admitir ya que ahora todavía más necesitamos un feedback para guiarnos mejor.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Creo que esta asignatura a lo único que ha contribuido es a aumentar la ansiedad de estar encerrados en casa durante 2 meses y que además tuvieramos una carga de trabajo muy superior a la que se podía llevar.

",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Retraso en la corrección de los trabajos presentados. Falta de criterio a la hora de corrección. Falta de transparencia, no se nos facilitan las rúbricas ni las correcciones de los trabajos. 
",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,Se está desarrollando con normalidad,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Nos está poniendo todas las facilidades para que las clases sigan con normalidad.
En cuanto a las dudas, también nos las está resolviendo ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Considero que en una situación como es la actual no han sabido planificar la asignatura de acuerdo con la gente que trabaja, ya que por desgracia no tienen la misma disponibilidad de horarios que los estudiantes que no trabajan. Por otra parte no estoy de acuerdo con no realizar parciales ya que dadas las circunstancias es complicado estudiar por nuestra propia cuenta el temario. Finalmente considero que no se ha tenido coordinación con las otras asignaturas ya que no han tenido en cuenta la carga semanal de trabajo y exámenes que deberíamos llevar a cabo el alumnado trabajador.  ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,Es un grandísimo profesional que se ha adaptado a la situación el primero y como ninguna. Para mí tiene un 10,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"En general estoy contenta con la asignatura. Respecto a la parte de biomecánica nos ha facilitado mucho el estudio, dándonos clase por videoconferencia y ayudándonos a preparar el examen.
En cambio, en física pienso que ha faltado un poco de implicación por parte de la profesora, ya que creo que solo dándonos clase dos veces no es suficiente para entender toda la parte de física.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Teniendo en cuenta la situación, ha intentado hacer todo lo posible y ha resuelto el problema muy positivamente",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"En todo momento te facilitan técnicas y métodos de estudio para poder llevar de la mejor forma posible la asignatura, sobre todo en la parte de biomecánica. Además, con esta situación del Covid, no se han olvidado de nosotros y han estado todo el tiempo luchando y avanzando junto a nosotros para superar este bache. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Pienso que esta situación del COVID19 ha sido difícil para todos, pero teniendo en cuenta que física es una asignatura bastante fuerte, me han faltado más clases por videoconferencia por parte de la profesora.
",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Creo que se ha implicado bastante con nosotros, facilitándonos el estudio y preparando el examen.
",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"El apartado de traumatología ha sido completamente presentado vía on-line, casi equiparando la cantidad de horas lectivas en el aula con la cantidad de horas de videoconferencia, por lo que la disposición del Dr Palliso ha sido excelente.
Por otro lado, quizá se echa en falta más información o mayor cantidad de clases on-line del resto de profesores, aunque se entiende que por la situación dada, haya profesores que estén trabajando en hospitales o centros de salud.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Los seminarios habrían contribuido a nuestra formación, pero en el caso de Traumatología, el profesor ha hecho su máximo para estar en contacto con nosotros y enseñarnos lo máximo posible. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Una asignatura enfocada totalmente al conocimiento medico, no dudo que para enfermeros y medicos sea adecuada, pero para fisioterapeutas no.

Es obvio que necesitamos conocer los tipos de fractura, o cuales son las caracteristicas principales de la demencia, pero sin un enfoque de que hacer cuando estas patologias existen, como acompañar al paciente y como ayudar en su recuperación, esta asignatura se convierte en poco más que una vieja enciclopedia de medicina. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Considero que el trabajo que se nos ha enviado de prácticas tiene muy poco peso en la nota final para todo el esfuerzo y tiempo que supone. Además, creo que con ese trabajo, quizás aumentando un poco la materia, sería suficiente para evaluarnos. Puesto que por videollamada no creo que se nos pueda evaluar correctamente de los conceptos prácticos. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Es verdad que se esfuerza en que aprendamos las maniobras, pero a la hora de enseñarnos la teoría del temario creo que debería mejorar el método, ya que alguna vez ha llegado a dar la impresión de que solo está leyendo el powerpoint, lo que hace que sea muy difícil de seguir la clase. También pediría que fuera un poco más atenta a la hora del interés en que nosotros aprendamos, puesto que el material que se nos ha proporcionado sobre un tema práctico que dimos por videollamada no es el suficiente para la correcta adquisición de los conocimientos. Al igual que cuando he tenido alguna duda y le he escrito un e-mail, ha tardado días en contestar. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"La asignatura antes de la cuarentena estaba bien, pero durante este se nos han dado conceptos practicos, los cuales no hemos integrado pero de los que si se nos van a evaluar de manera practica. No consigo entenderlo, una vez mas creo que no se han adaptado a nosotros y no se nos ha tenido en cuneta para nada. 
No he aprendido practicamente NADA",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"En primer lugar comentar que hay aspectos dle temario práctico que están desfasados, ya que hay técnicas como or ejemplo de drenaje linfático que son muy antiguas y hoy en día en la fisioterapia no se realizan.
Por otro lado, en cuanto al sistema de evaluación no lo considero justo en ninguno de los aspectos: primero se evalúan las técnicas impartidas en formato presencial de la misma manera que las impartidas de menra online mediante videos, esto es claramente injusto ya que dicho por los propios docentes está claro que la fisioterapia no es una profesión que se pueda impartir viendo videos. No solo eso, sino que los vídeos que se nos ha proporcionado no son nada explicativos, ya que no tienen audio y no durán ni siquiera 5 minutos. Además, se nos evalúa la parte práctica por medio de un examen por videollamada, en el cual está claro que no se puede ver las técnicas que se realizan. Los alumnos propusimos que ya que teníamos que entregar un trabajo de 7 vídeos donde realizamos distintas técnicas (el cual lleva mucho tiempo para realizarse) que fuera la manera de evaluación de la parte práctica y que no considerabamos justo que nos evaluasen sobre ele temario no impartido de manera presencial en la parte práctica y se nos negó cualquier petición realizada.
Por otro lado, en cuanto a la comprensión de la situación actual personalmente me he sentido totalmente olvidada, ya que pedimos un aplazamiento de la fecha de entrega de este trabajo que lleva un gran tiempo de realización como he comentado anteriormente y también se nos negó, teniendo en cuenta que la sesión de resolución de dudas fue el 18/05/2020, la entrega límite el 21/05/2020 y que dicho por los propios profesores cierran actas el 17/07/2020 no considero tener en cuenta al alumnado al negarse a aplazar la fecha unos cuantos dias teniendo en cuenta la situación.
Por último comentar que no me he sentido bien con esta asignatura en ningún momento y me han hecho replantearme seriamente continuar mi formación",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,Comentari problemàtic,"Primeramente comentar que utiliza técnicas de fisioterapia que están desfasadas.
Por otro lado, me gustaría comentar que exige que los alumnos vengan con el pelo recogido, sin ningún tipo de pendientes ni otros elementos decorativos y sin maquillaje cuando ella viene a clase maquillada y con el pelo suelo, que incluso tapa durante la realización de algunas técnicas.
",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Desde mi punto de vista esta asignatura es esencial para mi formación como fisioterapeuta y creo que el temario que se imparte es el adecuado y está bien distribuido a lo largo del curso y a los créditos que representa. Sin embargo esta es una asignatura donde la parte práctica tiene un peso crucial y debido a la emergencia sanitaria, parte de este temario práctico no se ha podido dar de manera presencial. Es cierto que esta nueva situación de confinamiento es incompatible con las clases en formato presencial y con la explicación en persona de las técnicas realizadas, sin embargo a los estudiantes no se le han propuestos soluciones útiles ni hemos recibido formación de calidad, ya que en las videoconferencias o no se ha realizado la parte práctica o se ha hecho de muy mala manera debido a los impedimentos propios de la situación. 

Debido a esta situación creo que la manera menos mala de impartir las clases sería a través de vídeos donde se realicen y se expliquen las técnicas, sin embargo apenas hemos recibido vídeos y los pocos que tenemos son de mala calidad, sin audio ni explicación, por lo tanto poco claros y prácticamente inútiles.

Además de lo ya citado también tengo quejas sobre la realización del trabajo de vídeos. La elaboración por parte de los alumnos de un vídeo explicando y realizando las técnicas se propuso como una posible solución e incluso se nos presentó como una ayuda para nosotros (ya que se suponía que nos serviría para repasar y subir la nota) sin embargo esto no ha sido así para nada. 

En primer lugar ha supuesto una importante carga de trabajo (por mucho que se dijera que sería fácil y rápido, realizar este tipo de trabajos conlleva mucho tiempo y esfuerzo por nuestra parte) la cual se ha juntado al final del cuatrimestre con todos los demás trabajos de las distintas asignatura (esta aglomeración de trabajos se dijo que se evitaría y que habría coordinación entre las distintas asignaturas para que los trabajos no se acumularan, pero ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Es una buena profesora que se esfuerza en explicar de manera correcta el temario y que todos lo podamos entender. En cuanto a la situación por el covid-19 apenas le afecto ya que ya había dado gran parte del temario, de lo que quedaba explico la parte teórica como si hubiera sido de manera presencial, pero en la parte práctica no nos ha facilitado vídeos para el estudio por lo tanto hay temas que yo actualmente no se realizar. Por lo demás es accesible y responde a las dudas planteadas en un tiempo razonable.

En cuanto a la realización de las clases prácticas de manera presencial (antes de que estallara la emergencia sanitaria) creo que sería más útil explicar varias técnicas y luego realizar las prácticas ya que como lo hacíamos (explicar una técnica y realizarla y valorar a todos uno por uno) se perdía bastante tiempo, por lo tato creo que sería mas claro y eficiente explicar varias técnicas de manera simultánea ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"La asignatura es interesante, pero en los powers se repite mucha información y parece que las ideas estén desorganizadas. Con los profesores muy bien.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Buen profesor, paciente pero se nota que es su primer año. Los demás no puedo evaluar porque han estado muy poco. Pero demasiados profesores para una asignatura, eso es un poco confuso.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Aunque a día de hoy siga pensando que los test al inicio de las sesiones de los seminarios son innecesarios, estoy muy contenta con esta asignatura.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Muy buena profesora, siempre con ganas de enseñar y de aprender.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"Es una profesora que explica muy bien, pero los aspectos de mejora es con respecto al examen online, era un examen para hacerlo en 90 minutos no en 60.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Los esfuerzos de los profesores se han centrado unicamente en poner todas las trabas posibles para evitar que los alumnos hagan trampas. 
Esto a perjudicado a todos los alumnos por igual, en lugar de ayudar a los estudiantes a aprender, siendo una asignatura pilar de la carrera, se han dedicado a dificultar de forma general el aprobado.

Como punto positivo, las presentaciones por videollamada para suplir las clases presenciales",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"La coordinación entre las profesoras ha sido excelente, ninguna queja",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,Es una profesora excelente y que pone muchas facilidades para que el temario sea lo más comprensible posible.,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Es la única asignatura que ha cumplido con sus horarios, que nos ha dado apoyo y videoconferencias para poder llevar nuestra materia al día, gracias a haber acabado tan pronto la asignatura nos hemos quitado un gran peso de encima.
Sinceramente creo que es la asignatura que mejor ha cumplido con sus metas, ya que a pesar de que teníamos que estudiar cada semana, al menos me ha servido para algo más que para estudiar algo y soltarlo en un examen sin tener que estar agobiada porque se juntara con todas las demás asignaturas.
",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,La metodología de evaluación semanal ha servido para llevar al día la materia pero sumado al trabajo semanal de seminario supone una sobrecarga de trabajo. Debería hacerse una cosa o la otra. ,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,mucho temario y muy denso para tan poco tiempo,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Los profesores en general controlan y hacen de su materia un tema interesante. A pesar de todo, siempre hay que andar luchando con el examen... creo que podrían poner preguntas lo suficientemente rebuscadas y de razonar como para que ni con apuntes pudiéramos copiar tan fácilmente, pero dejando el tiempo suficiente para hacer el examen. Algunos profesores se han adaptado más que otros en la docencia online.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,Buena profe,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,Muy interesante su temario,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,No ha impartit classe a aquest grup,no sé ni quien es,fr,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,Buena profe,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"El único que nos ha dado clases online, y aunque se enrolla demasiado, intenta hacer clases amenas y donde aprendamos.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"interesante temario, buen profe",es,en,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,Comentari problemàtic,"Sus clases no tienen ningún tipo de orden, habla sobre conceptos al azar que le vienen a la cabeza y para el alumno es imposible ordenar los conceptos e ir creando un conocimiento acerca del tema. No deja tomar apuntes con ordenador en clase, lo cual es propio del siglo pasado pero no de este. Es incapaz de comunicarse con el alumnado y mostrar pasión y motivación sobre los temas que se tratan; y por tanto esto se ve reflejado en el nivel de implicación de los alumnos. El profesor se ve obligado a emplear chantajes del tipo ""solo me comunico con vosotros a través de lo que digo en clase, no enviaré notificaciones por correo/campus virtual ni responderé mensajes acerca de aspectos comentados en clase"". Esto, si me lo permite, es una actitud propia de un niño de 5 años, y no la de un adulto profesional. Y más teniendo en cuenta que las clases teóricas no son obligatorias. Respecto a la forma de evaluar los trabajos, es una vergüenza. Pongo el ejemplo de la bibliografía en el último trabajo que hemos entregado: si está TODA la bibliografía y citas correcta, 4 puntos. Si hay algún pequeño fallo, 0 puntos. No hay nada intermedio. Esto desde un punto de vista pedagógico y didáctico es totalmente inútil. Espero que esta opinión se tenga en cuenta, y se tomen medidas, porque estoy convencido de que es una opinión compartida entre la mayoría de los alumnos. Y si no se tiene en cuenta, por lo menos ha servido para desahogarme.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,Comentari problemàtic,"Por un lado, en las clases no utiliza ningún material de apoyo y como temario cuelga más de 20 enlaces de los que sacar la información que ""todo entra para examen"", siendo algunos de los documentos de más de 200 páginas. Por otro lado, en lo relativo a los trabajos, no contesta las dudas que se le preguntan y su rúbrica de evaluación consiste en ítems que a nada q tienes un pequeño error califica como que está todo mal, es decir, pasan de 3,4 o 5 puntos según el apartado a 0 puntos si hay algún fallo. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"El formato en el que se da la clase no es nada productivo, no se motiva al alumno para aprender e indagar más allá. Respecto a los trabajos, no me parece correcto que se le de más importancia a la presentación y estructura del trabajo que a el contenido, de esta manera no se aprende de los errores que es para lo que estamos aquí y nuestro trabajo no se ve recompensado.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,Comentari problemàtic,"Podría preocuparse más por el aprendizaje de los alumnos que es lo que realmente importa y no tanto por aspectos más superficiales (como es el caso de los trabajos).
Estas encuestas tienen como objetivo ayudar a mejorar al profesor dando la perspectiva del alumnado con lo cual me gustaría que tras leer las encuestas realizadas por los alumnos haya un cambio favorable, ya que si no es así, podríamos afirmar que no se quiere lo mejor para el alumno y que estas encuestas no sirven para nada.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,No ha facilitado nada la situación que tenemos hoy en día con el Covid 19,es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,NO HA FACILITADO NADA LA SITUACIÓN ACTUAL CON EL COVID19,en,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,Comentari problemàtic,"No me gusta los métodos que utiliza para dar clase. Sus clases me parecen lentas y bastante aburridas, no siento que me aporten gran cosa. Es verdad que con los trabajos que nos ha mandado he podido aprender, pero luego el método de evaluación ha sido muy injusto y nada coherente. Me parece bastante incongruente el hecho de tener un 10 en cuanto al contenido y por tener un par de aspectos de la presentación mal y un 0 en la bibliografía (cosa que sigo sin compender), haya suspendido el trabajo. Creo que debería plantearse el porqué de que sus clases estén casi vacías, tal vez debería cambiar el método de enseñanza ¿no? ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"En la parte de bases nutricionales considero que he aprendido mucho y que la asignatura se nos ha impartido de la manera adecuada. Lo único que mejoraría sería si se nos pudieran proporcionar el material teórico impartido en clase (power point) con mayor anterioridad. 
Sin embargo, en la parte de farmacología, ya sé que la situación era excepcional y no se nos podía dar clase porque los profesores estaban trabajando para hacer frente al COVID19. Aun así, considero que algo más de su parte podrían haber puesto, como mínimo comunicarse con nosotros para informarnos de la situación. Por otro lado, han sido conscientes de la densidad de la asignatura y nos han reducido el temario, pero que nos den el material a una semana del examen me parece un poco tarde. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Me han hecho videos en la cuarentena sobre los temas de farmacologia 2 semanas antes del examen, no conozco a los profesores y no he aprendido absolutamente nada. Pero el examen me lo van a hacer igual. Me parece muy mal como se ha adaptado la asignatura a este periodo de cuaretena y creo que no se nos ha tenido nada en cuenta a la hora darnos el temario e intentar que aprendamos, la sensación que me llevo es, que el único interes es evaluarnos, sepamos lo que sepamos. Creo que farmacologia es una asignatura lo suficinetemente complicada e importante como para que se de asi y no se haya buscada ninguna otra solucion.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,P,,"No he llegado a conocerlo, solo su voz por los videos de las diapositivas. ",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Cursar esta asginatura no ha contribuido a mi formación en ninguno de los sentidos, ya que el temario por parte de bases nutricionales todo el temario ya estaba impartido y más profundamente por la parte de la vertiente de nutrición, por lo que esta asignatura en el doble grado de fisioterapia y nutrición no es necesaria, ya que el contenido se repite. Por otro lado, en cuanto a bases farmacológicas hemos tenido muchos problemas y se nos ha impartido el temario tarde y mal, además, hay ciertas partes del temario que no considero necesarias para mi formación como fisioterapeuta.",es,es,es
2019-20,assignatura_professor_comentaris_FIF_2S.xls,A,,"Esta asignatura no tiene sentido (la parte de bases nutricionales) en el doble grado que yo imparto (fisioterapia y nutrición), ya que los aspectos generales que se imparten en la parte de bases nutricionales ya se dan de manera mucho más profunda en la carrera de nutrición, por lo tanto esos créditos no sirven de nada ya que ya los hemos cursado anteriormente. En el caso del apartado de farmacología si lo considero importante, por ello se debería modificar la asignatura para que solo se imparta la formación sobre farmacología ( se podrían eliminar los créditos correspondientes al apartado de bases nutricionales), o modificar la guía docente de bases nutricionales para que se imparta un contenido que no hayamos ni vayamos a cursar durante la carrera de nutrición y que sea útil para nuestra formación ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"Más claridad a la hora de resolver nuestras dudas
Menos tareas a realizar (era muy excesivo el número de tareas realizadas durante este periodo del COVID-19)
",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,Comentari problemàtic,"Una mejor actitud hacia los alumnos
Posibilidad de resolver nuestras dudas de una manera más clara",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,La asignatura ha sido la que más caña nos ha dado. Bajo mi punto de vista los trabajos son muy complicados y largos y las notas obtenidas no son nada satisfactorias en relación al tiempo invertido. ,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,Los plazos de los trabajos están bien de tiempo pero la dificultad es bastante alta y las notas obtenidas no reflejan el esfuerzo.,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,A pesar del estado actual ha llevado muy bien la enseñanza de la asignatura,es,es,es
