Curs,TipusPregunta,TipusIncidencia,Comentari,IdiomaSpacy,IdiomaPyCld2,Idioma
2019-20,P,,"Personalment trobo que el mètode d'ensenyament i avaluació de la part impartida pel professor Colinas no resulta efectiu. Penso que, malgrat l'esforç que fa el professor per adaptar el mètode d'ensenyament a l'actualitat, no s'aconsegueix transmetre els coneixements, i l'aprenentatge per part de l'alumnat és molt poc. A més, el mètode d'avaluació dóna peu a la confrontació entre alumnes degut a la competitivitat que suposa, i la forma amb què es corregeixen les activitats sovint és molt arbitrària i poc fonamentada. 
L'actitud cap a l'alumne hauria de ser més respectuosa.
Crec que el professor Carlos Colinas és una persona més que capacitada per realitzar una gran tasca docent i crec que es pot aprendre molt d'ell, però sens dubte, aquest no és el mètode idoni per fer-ho i convé un canvi urgent en la metodologia d'aquesta part de l'assignatura.",ca,ca,ca
2019-20,A,,"Bastant desordre entre les diferents parts. Cada setmana tenim clases d'una cosa diferent, i això pot comportar moltes confusions. ",ca,ca,ca
2019-20,P,,"Utilitza un mètode d'aprenentatge, que al acabar l'assignatura, podria dir que és practicament nul. Un mètode d'avaluació molt exigent amb una càrrega de feina molt important. Trobo a faltar tenir unes presentacions o uns apunts on seguir la assignatura i aprendre coses utils, i no llegirme pel meu compte unes lectures extenses on practicament no he après res. És una llastima de plantejament d'assignatura ja que al principi em sonava molt interesant però al final me'n adono que no he après lo que esperava. ",ca,ca,ca
2019-20,A,,"La situació de la covid-19 planteja un repte a l'hora de planificar la docència. Tot i això, el professorat ens ha proporcionat molt material per a poder seguir les classes, ja siguin resums de teoria, enregistraments, etc. Gràcies a aquets resursos ningú té dificultats si l'eina de videoconferència no funciona correctament.",ca,ca,ca
2019-20,P,,Els seus enregistraments de les classes són molt aclaridores,ca,ca,ca
2019-20,P,,"Estricta, però la millor professor que he tingut mai tot i ser bastant estricta ",ca,ca,ca
2019-20,P,,"No puc jutjar amb criteri perquè l’hem tingut durant el COVID-19, i això restringeix molt el tema de docència.",ca,ca,ca
2019-20,A,,"Donada la situació actual del covid-19, podrien haver set una mica mes empàtics, ja que és una assignatura important i la metodologia d’avaluació ens obliga a empollar en comptes d’apendre els coneixements. Tot i això, s’ha de dir que l’ensenyament és molt bo.",ca,ca,ca
2019-20,A,,"Els professors i professores d’aquesta assignatura són molt vàlids però no ens han tingut gens en compte (com molts altres d’assignatures com agronomia o bioquímica). Deixant TAN POC TEMPS per fer examens en el quals normalment tenim 2 HORES! I més sabent que són assignatures denses (bioq. I fisio) i difícils i que ens hem d’autoensenyar.
Per tant crec que per una mica més de temps als examens no passa res tenint en compte la situació tan complicada en la que estem. No cal complicar més les coses i ja que ens hem d’espavilar per entendre el temari sols, al menys tenir el temps que sempre s’ha tingut (el establert) per fer els examens. La dificultat que sigui la que hagi de ser, però tenir temps al menys per llegir una vegada l’examen crec que és un dret que hem de tenir.",ca,ca,ca
2019-20,P,,Més professors i professores com la Irina hauriem de tenir.,ca,ca,ca
2019-20,P,,Als exàmens la dificultat és un tant elevada i rebuscada pels continguta que es donen a classe.,ca,ca,ca
2019-20,P,,"En quant als exàmens, els mètodes d'avaluació han sigut justs i complicats. El temps era menys del necessari, les preguntes rebuscades i trobo que en comptes d'un examen va ser una cursa de velocitat.",ca,ca,ca
2019-20,A,,"A l'examen de la part reproductiva i digestiva, el temps per respondre va ser limitat.",ca,en,ca
2019-20,P,,"És molt bona professora, i es nota que li agrada la docència. Amb ella he après moltíssimes coses",ca,ca,ca
2019-20,A,,"En una situació en la qual ens trobem actualment el temps per realitzar els examens tipo test des de casa des de meu punt de vista no ha estat l'adequat. A més a més, del temps tant tant limitat hi havien varies preguntes mal redactades i enunciats erronis que ens han fet perdre molt de temps ja que ho vam haver de llegir i rellegir sense aconseguir trobar cap mena de sentit a la pregunta. 
Des del meu punt de vista penso que es comprensible l'exigència  ja que és una assignatura important, però els examens s'haurien de revisar més de dues vegades per tal de que no hi hagin tants errors com ens hem trobat. 
",ca,ca,ca
2019-20,A,,Crec que la matèria s’hauria de repartir en 3 parcials. La coordinació no ha estat correcte entre alguns professors.,ca,ca,ca
2019-20,P,,"Hauria de revisar més els exàmens alhora de fer-los perquè s’ha equivocat amb preguntes a cada exàmen fet, i això ens perjudica perquè nosaltres ens hi esforcem molt.",ca,ca,ca
2019-20,P,,En alguna pràctica no s’ha explicat bé sobre com l’haviem d’exercir.,ca,ca,ca
2019-20,P,,"Durant el confinament no ha seguit bé els horaris tot i fer hores extra. A vegades s’envà massa de la matèria i perdem temps. Tot i això, ens ha fet uns apunts del temari durant el confinament.",ca,ca,ca
2019-20,P,,Molt dificil valorar essent on-line,ca,en,ca
2019-20,P,,"És una professora que en sap molt, però que potser a vegades s'enrolla molt amb una cosa molt bàsica i ens acaba liant a tots. Els horaris s'haurien de complir més i crec que encara més estant en la situació que estem. Haurien de tenir en compte la situació en la que ens trobem i procurar donar solucions a la gent que té problemes fent els  examens online ja que molts de nosaltres hauriam tret  millor nota  en un presencial i la nota que tenim no reflecteix el que sabem.",ca,ca,ca
2019-20,A,,"Massa poc temps a l'examen virtual durant el confinament, haurieu de pensar que les condicions en que estem no són les òptimes per estudiar, i que les preguntes s'han de pensar i rumiar.",ca,ca,ca
2019-20,P,,M'ha agradat molt com explica la assignatura,ca,ca,ca
2019-20,P,,M'ha agradat molt com enseña la assignatura,ca,ca,ca
2019-20,P,,"En les classes online no activa el chat per preguntar dubtes i tampoc sent si li parles amb el micro.
S'enrolla molt per explicar els temes.",ca,ca,ca
2019-20,P,,M'ha agradat molt com ensenya la assignatura,ca,ca,ca
2019-20,A,,"Crec que en la situació que estem almenys s’haurien de grabar les classes si es demana, ja que no se sap en quina situació es pot trobar cadascú, a part de que una classe virtual es molt diferent que una presencial. Crec que no han facilitat gens les coses en aquests sentit.
M’agradaria afetgir que en els examens han estat avaluant mes la rapidesa mental que els coneixements que haviem d’assolir, tot això per la por que tenien de que l’alumnat es copies, crec que hi ha altres maneres de fer les coses. Molt descontenta, molt poca empatia i molt poques facilitats. No s’ha tingut en compte la salut mental dels estudiants. ",ca,ca,ca
2019-20,P,,Les preguntes que va posar al examen no eren adecuades per el temps que teniem.,ca,ca,ca
2019-20,P,,"No ha corretgit les pràctiques que ens ha fet fer individualment, com sabem que ho tenim bé?",ca,ca,ca
2019-20,P,,Ens exigeix molt i ella encara no ens ha corretgit un treball de fa molt de temps.,ca,ca,ca
2019-20,A,,L'assignatura podria contribuir més en la meva formació si amb tot el que s'explica de matemàtiques poguéssim fer problemes que s'apliquin en la nostra carrera o simplement explicar les seves adaptacions en la biotecnologia.,ca,ca,ca
2019-20,A,,Crec que és una assignatura en la que hauríem d’aprendre coses útils i interessants i l’únic que s’està aconseguint és que odiem les matemàtiques.,ca,ca,ca
2019-20,P,Comentari problemàtic,"És un professor racista, homòfob i, a més a més, feixista.
",ca,ca,ca
2019-20,P,Comentari problemàtic,Molts cops fa comentaris que estan fora de lloc i falta el respecte als alumnes.,ca,ca,ca
2019-20,P,,"Crec que juntament amb el professor se biologia molecular, és dels pitjors professors de la carrera.
Només li cauen bé els alumnes que aproven. A la resta els detesta.
Hauria d’ensenyar-nos a apreciar les matemàtiques i l’únic que fa és que les odiem. No trobo normal que la majoria de la classe hagi d’anar a repà per a poder aprovar l’assignatura i, tot i així, suspenen.
Els exàmens que realitza no són assequibles. A classe ensenya coses senzilles i després a l’hora de l’examen ens trobem amb coses que no havíem vist mai (extremadament complicades).
Es pensa que si un sap fer una cosa, tota la classe la sap fer.
Explica com un llibre i no li agrada repetir les coses si la gent té dubtes.
Penso que és un mal professor i, com el de biologia molecular, no té vocació per la seva feina.
Els exàmens de recuperació són encara més complicats que els semestrals. Molts cops es burla dels alumnes (riu a la nostra cara i fa burla).
Crec que no s’hauria de permetre, a un professor com aquest, impartir classes a la universitat.",ca,ca,ca
2019-20,P,Comentari problemàtic,"També es un professor que no avalua de manera equitativa a tot l'alumnat, i te preferencies entre alumnes, cosa que trobo molt poc professional per part seva. Crec que per ser un professor decent fa falta una mica d'empatia, ja que tots al cap i a la fi som humans, i ell en manca molt. ",ca,ca,ca
2019-20,P,,"Ens fa fotos durant els examens sense permis ni avis. Tampoc ens envia informació sobre els canvis d'examen, ja que ell sempre canvia de data els examens (que aixo es algo a agraïr ja que ho fa per a que tinguessim menys feina durant els examen), però no envia cap mena d'avis al campus virtual pels alumnes que no poden assistir a classe. ",ca,ca,ca
2019-20,P,,No deixa temps suficient per fer un examen online,ca,en,ca
2019-20,P,,"L'Esteban és un gran professor. Crec que és molt intel·ligent, i la seva capacitat d'expressió és increïble. Estic molt satisfet amb la seva docència",ca,ca,ca
2019-20,A,,Hem tingut en tot moment els resursos i la ajuda necessària per poder superar correctament la assignatura.,ca,ca,ca
2019-20,P,,"Cap professor ha posat tantes dificultats per a la realització d'un exàmen durant el confinament. S'ha excedit en la dificultat i en la falta de temps. ës un bon professor però és una persona massa superba i altiva, és una llàstima.",ca,ca,ca
2019-20,P,,Sempre està a la disposició dels alumnes.,ca,ca,ca
2019-20,A,,"he après molt sobre càlcul diferencial.

tot i que m'hauria agradat fer classes per internet durant el confinament com s'ha fet a algunes altres assignatures.

també crec que l'horari s'hauria de condensar en el primer semestre enlloc de repartir-se entre els dos.

a més treballar amb Maxima hauria de ser obligatori,
",ca,ca,ca
2019-20,P,,"molt bé,
explica coses molt difícils d'una manera que es pot entendre bé.
les explicacions són molt clares i repeteix tot el que calgui. malgrat això, acabem el temari a temps!
molt accessible per fer classes de dubtes, etc.
",ca,ca,ca
2019-20,P,,"Molt bona professora en el que fa a l'ensenyament a classe, però ha costat molt fer les coses per lliure a casa doncs fins els últims temes, tot i que resolia dubtes per correu, no hi havia cap explicació del temari per part seva. Exàmens amb preguntes ambigües. No hem pogut accedir, de moment, a la revisió dels exàmens. En cuant al primer examen a través del campus (de moment només en tenim 1 de programat) ens ha donat menys de mig minut per respondre cada pregunta sense tenir en compte que la conexió al campus depèn del servei de xarxa (entre altres coses) i que carregar cada pregunta tarda un cert temps. No es compleixen les condicions que hi hauria en un examen realitzat en condicions normals i això que ara, degut al confinament, encara ho tenim més dificil. Tampoc s'han tingut en compte als alumnes amb necessitats especials.",ca,ca,ca
2019-20,A,,El temari i el nivell que exigeix ??l'assignatura em semblen excessius per a la carrera.,ca,ca,ca
2019-20,P,,"Els percentatges d'avaluació em semblen correctes. Els apunts no m'agraden, tenen un nivell excessiu i no estan ben explicats. A més, la informació està desordenada. Pel que fa a la professora, es nota que l'apassiona l'assignatura i també resol dubtes; però es passa amb el nivell d'exigència i explica regular.",ca,ca,ca
2019-20,P,,"És l’unica assignatura que es pot seguir per videoconferència bé (perquè és explicar un power) i jo personalment encara no se perquè no les fa, fosin sigut de gran ajuda a l’hora de l’exàmen ja que ens hem currat el 50% de l’assignatura nosaltres a casa (això sí ella responia els dubtes per correu)",ca,ca,ca
2019-20,P,,"Podia haver fet videoconferències en ves de donar-nos la teoria per estudiar sols i resoldre dubtes si tenim pel correu, ja que microbiologia s’entén millor quan explica. Respecte a l’Examen, ens ha donat molt poc temps per realitzar-lo i consta de 8 temes en total, em pareix injust ja que els altres professors ens donaven mes temps (per exemple 3hores) tampoc demanem 3 hores, potser amb 22min o 30min hagués estat bé però esque tampoc tenim ni un minut per pregunta. ",ca,ca,ca
2019-20,P,,Positiu: classes molt dinàmiques,ca,ca,ca
2019-20,P,,Hauria de millorar la metodologia de fer els seminaris. Seria més efectiu fer-los a casa i a les classes fer exemples similars per tal de tenir més  tipus d'exercicis per practicar de cara a l'examen.,ca,ca,ca
2019-20,P,,Caldria fer a classe més  exemples d'APPCC per poder practicar més de cara a l'examen. Cal dir que el temps  de l'assignatura és força curt i que el Covid-19 tampoc ha ajudat. ,ca,ca,ca
2019-20,A,,El fet de que els examens es fessin de manera online i que aquests fossin diferents per tots els alumnes ho trobo injust. Entenc que és molt difícil gestionar-ho però es podria haver pensat una altra manera ja que hi ha alumnes que ho han tingut més fàcil que altres i tots en som conscients,ca,ca,ca
2019-20,A,,"L'assignatura és una de les més importants de tota la carrera i es fa a l'últim quatrimestre amb només dos mesos, potser seria millor fer-la al primer quatrimestre amb 4 mesos i més tranquil·lament.",ca,ca,ca
2019-20,A,,"Bàsicament estic POC satisfet amb l'assignatura (per no dir EN TOTAL DESACORD) (Afegir, que si ho hagués sapigut, no m'hagués matriculat) pels motius següents: - Entenent que el tema del COVID-19 no es provocat (ni molt menys per la UdL) i pensant que els docents busquen el millor per a l'alumnat, penso que, en la meva opinió el fet d'haver pagat una assignatura exclusivament PRÀCTICA i, acabar fent un treball bibliogràfic i mirar 4 vídeos per extreure conclusions no em sembla que aquesta sigui una sol·lució equilibrada a les circumstàncies que estàn ocorrent. Exposats els meus motius, reitero que si hagués de calificar l'assignatura, afirmaré rotundament, que no s'ha sapigut estar a l'altura de les circumstàncies i, afegir que, en cas que tornés a ocórrer alguna circumstància d'aquesta índole, ESPERO que la UdL en general (per no individualitzar culpabilitats) aprengui dels errors comesos i no entrepussi 2 vegades en la mateixa pedra, donat que, si aquesta circumstància torna a donar-se penso demanar responsabilitats i, des del punt de vista de l'alumne (que al final, es qui paga als docents), veure la nefasta gestió que s'ha dut a terme, no em causa un bon sabor de boca. 
Espero que no es repeteixi l'administració dels fets ocorreguts i, que es millori la gestió de aquests fets si es tornessin a donar.
",ca,ca,ca
2019-20,A,No ha impartit classe a aquest grup,"No puc puntuar gaire perquè encara no hem cursat els del grup B aquesta assignatura; i donada la pandèmia del COVID-19 sol podrem fer-ho virtualment amb treballs i poc més, que encara estem plantejant i començant.",ca,ca,ca
2019-20,A,,"Tot i la situació, l'assignatura d'està seguint amb el temari i els professors estan adaptant tot el que poden les avaluacions. Estic contenta amb el temari que estem veient i com ho estem veient.",ca,ca,ca
2019-20,P,,"Ens ha donat moltes facilitats des del primer moment de la quarentena. Ens ha fet sessions virtuals, penjat apunts, explicat tots els powers i molt material de suport. Molt interessant la part que explicave ella i des de la visió en la que ho feia. Les eines penjades als tests són de gran ajuda",ca,ca,ca
2019-20,P,,"Fa molt entenedora l'assignatura i s'esforça molt, es nota que li agrada i ho transmet així. ",ca,ca,ca
2019-20,A,,Gràcies a les professores per facilitar-los tant l'assignatura en temps difícils,ca,ca,ca
2019-20,A,,Una assignatura molt completa! Durant la titulació no es toca molt l’àmbit de producció animal i ha estat interessant! ,ca,ca,ca
2019-20,P,,"Contingut actualitzat i ben adaptat a les circumstàncies, molt accesible i molt comprensiva amb els estudiants",ca,ca,ca
2019-20,P,,Té molts coneixements en l’àmbit i a part del marc teòric presenta informacions actuals que ajuden a completar i visualitzar l’aplicació dels coneixements adquirits.,ca,ca,ca
2019-20,A,,La segona part de la assignatura no s'ha realitzat cap classe virtual fet que ha dificultat molt uan bona comprensió i assoliment del contingut,ca,ca,ca
2019-20,P,,Simplement meravellós. ,ca,ca,ca
2019-20,A,,"L'assignatura esta bé, però desde una visió de tercer, perquè crec que els de segon van molt perduts, i jo hauria anat molt perduda sinó hagues cursat PEP",ca,ca,ca
2019-20,P,,"Es tot correcte, però alhroa de pràctiques intimida una mica, i ha de tenir en compte que tot es nou per nosaltres",ca,ca,ca
2019-20,A,,Trobo molt mal fet que fem l'examen sense tenir les pràctiques corregides. ,ca,ca,ca
2019-20,P,,"Les classes es fan molt pesades. Intenta fer canvis en l'entonació de la veu. 
Explica de manera molt entenedora i les animacions estan molt ben fetes, encara que quan es passen a pdf no s'entén res. ",ca,ca,ca
2019-20,A,,"En l'examen realitzat el format va ser correcte, tot i que hi havia algun problema numèric que s'havia de resoldre escrivint-lo amb l'ordenador, s'havien de posar signes i símbols que estaven a un altre panell..., fet que al no haver-ho fet mai prèviament i al haver de primer fer-lo a un full i després escriure'l al ordenador va fer perdre molt temps. 
També comentar que no hem pogut visualitzar la correcció. ",ca,ca,ca
2019-20,P,,"Potser és problema meu però em costa entendre els continguts que explica i he de dedicar-li més hores del que seria normal a aquesta assignatura. És una assignatura necessària però potser s'hauria d'enfocar d'una altra manera la forma d'explicar-la. 
El professor fa classes online cosa que s'agraeix. ",ca,ca,ca
2019-20,A,,"Aquesta assignatura no està ben plantejada, ja que es podria apendre molt i no s'aprén res.",ca,ca,ca
2019-20,P,,Es podria apendre molt més i no s'aprén gaire be res. ,ca,ca,ca
2019-20,A,,"No ens solucionen el problema que vam tenir a l'hora de realitzar el primer parcial. 
Presenten indiferència a l'hora de la metodologia online.",ca,ca,ca
2019-20,A,,"La realització del primer examen va ser en unes condicions pèssimes, i el fet que no haguem tingut cap resposta ni per part del professorat ni de la direcció de la UdL m'ha semblat mes greu encara. 
Ens han evaluat quan no hem pogut respondre be les respostes ni hem disposat del temps acordat amb els professors. A mes el campus fallava i es desconectava de l'examen. No heu donat CAP solució als alumnes que van tindre problemes i sens ha evaluat com si l'haguessim fet amb normalitat i el problema fos nostre.
Crec que paguem un dineral perque ens tractin d'aquesta manera.",ca,ca,ca
2019-20,P,,"Devant les múltiples queixes sobre problemes amb lexamen del 1r parcial (tant individuals com col·lectives) no ha proposat cap solució a aquells problemes que van dificultar molt fer l’examen en unes condicions normals, ja que sense tindre problemes el temps era molt ajustat i tot plegat va fer que les condicions fossin molt desfavorables per fer un examen en condicions.",ca,ca,ca
2019-20,A,,"Desde que el tema de la cuarentena va començar trobo que es l'assignatura que millor sha adaptat en les classes a traves de vidioconferencies. Pero tot aixo no serveix de res si el dia del examen el CV no funciona i a la majoria dels alumnes ens feia fora de l'examen i tardava molt temps en tornar-hi. Cap profesor a tingut present aquets problemes i el examen es va avaluar com si no hagues pasat res. També es vergonyós que no revesim cap tipus de contesta, ni per part del professorat ni per part del coordinador del grau. ",ca,ca,ca
2019-20,A,,es sent un soroll molt agut que no deixa conserta-te i proboca mal a les orelles,ca,ca,ca
2019-20,P,,es sent un soroll molt agut que no deixa conserta-te i proboca mal a les orelles,ca,ca,ca
2019-20,A,,"A causa de la situació que estem vivint, els examens s'estan duent a terme obligatòriament online i, per a al realització d'aquests, estem tenint molt poc temps, amb preguntes dificils. Preguntes difícils en relació amb el temps que se'ns dona. Aquesta assignatura requereix de entendre les preguntes, però tambés les diferents opcions de resposa que tenim. El fet de disposar de un temps tan just, fa que ens possem nerviosos i no acabem de asumir el que estem llegint. Pel que fa al model de preguntes curtes d'examen, també diposem de massa poc temps, donat que aquestes preguntes són de meditar i decidir el que s'ha de respondre, cosa que, igual que amb el tipus test, ens fa possar-nos nerviosos i en molts casos, fins i tot, a no poder acabar l'examen.",ca,ca,ca
2019-20,A,,Tenint en compte en la situació que ens trobem no pot ser que els examens siguin el millor mètode de avaluació i a més a més el temps donat per a respondre les preguntes es surrealista ja que no et dona temps quasi ni de pensar la pregunta a més amb la pressió del examen.,ca,ca,ca
2019-20,A,,"La meva opinió es que no se ha estat a l'altura de la situació en la que estem ja que el primer examen ere tipo test, teniem 20 minuts i el campus anava horrible i entre pregunta i pregunta passaba un minut. El profesorat no ha donat cap solució ni de repetir l'examen ni de res.",ca,ca,ca
2019-20,P,,"Molt bon professor. Bon tracte amb l'alumne. Proper. Aclara cualsevol dubte que puguis tenir i ofereix recursos extra si algun alumne vol aprofundir més en els temes.
Materia dominada amb rodatge. Ha sigut el primer en oferir-nos videoconferències de recolzament a l'estudi en època de confinament. Estic molt contenta d'haver-lo tingut com a professor.",ca,ca,ca
2019-20,P,,"Tots els dubtes han estat resolts per correu, però no ens ha ofert explicacions del temari sense pregunta prèvia. No ha fet videoconferències.",ca,ca,ca
2019-20,P,No ha impartit classe a aquest grup,encara no hem arribat al seu apartat així que no se,ca,ca,ca
2019-20,P,,"no ha estat present de cap manera en cap moment durant tot el confinament. Va penjar el temari, ens va manar feina i au. No respón als missatges, no resol dubtes, etc.",ca,ca,ca
2019-20,P,,Hauria de passar llista a classe,ca,ca,ca
2019-20,P,,Literalment ens hem estudiat la seva part del temari a casa sols.,ca,ca,ca
2019-20,A,,No es una asignatura per realitzar de forma virtual i fa que no serveixi d massa malgrat lesfors dels professors.,ca,ca,ca
2019-20,A,,"Com a consequencies de la epidemia del Covid19, no m'ha sigut possible la realització d'aquesta assignatura com estava estipulada de manera que no he fet practiques al laboratori i penso que no m'ha servit de res perquè el que s'aconegueix es habilitat de treballar a un laboratori i amb un treball no s'aconsegueix. 
Des del meu punt de vista i opinio, en assignatures que només es realitzen pràctiques, la universitat hauria hagut de donar facilitat als estudiants matriculats per poder repetir l'assignatura sense pagar una segona matricula ni un extra i realitzar les pràctiques al laboratori el curs vinent. No estic contenta amb la gestió que s'ha fet d'aquest tipo d'assignatures i penso que els meus companys que van poder fer les practiques perque eren d'un altre grup, tenen avantatges respecte aquells que estaven a un altre grup per ampliar la seva formació. ",ca,ca,ca
2019-20,P,No ha impartit classe a aquest grup,No he tingut la oportunitat de establir una connexió normal de alumna-professor degut a al situació del Covid. ,ca,ca,ca
2019-20,P,No ha impartit classe a aquest grup,"Igual que en l'anterior, no he tingut la oportunitat de establir una connexió normal de alumna-professor degut a al situació del Covid. ",ca,ca,ca
2019-20,A,,% de l'avaluació poc lògics. ,ca,ca,ca
2019-20,P,,"Que guardi les videoconferències, el de tarda ho fa, ell no. 

No s'explica prou bé, a vegades costa d'entendre. 

Que sigui més comprensiu amb els alumnes a l'hora de fer els examens, és a dir, poder tirar endavant i endarrere als examens tipo test, per exemple. ",ca,ca,ca
2019-20,P,,Mancança de classes online per tal de saber realitzar totes les activitats de l'assignatura ,ca,ca,ca
2019-20,P,Comentari problemàtic,"1r. Que d'una vegada faci les classes als horaris establerts, ja que no tothom té possibilitat d'assistir a les seves classes a les 12:30 i estar-hi fins les 14:00.",ca,ca,ca
2019-20,P,,"2n. Ja que fa les classes quan li dona la gana, que ENREGISTRI les videoconferències, ja que si hi ha gent que no pot assistir a les classes, ho pugui fer.
3r. Es totalment desproporcionat fer un examen que valgui un 50% de 9 temes, quan a la normalitat són dos examens separats per tal de no accumular tanta materia junta. No li hagues costat res fer dos examens per separat per no sobrecarregar-nos de feina.
4t. 50min per 50 preguntes i sense poder tirar endarrera es totalment desproporcionat. Tot i les nostres reiterades queixes, fa i desfà el que li ve de gust a ell sense tenir en compte a ningú més.

No ens està ajudant GENS amb aquesta dura situació que estem patint tots, tot amb l'excusa de que no copiem. Us penseu que a nosaltres ens agrada estar a casa tancats sense poder sortir i haver de fer-ho tot online? Doncs no. No té en compte la situació personal que podem estar passant a casa cadascú de nosaltres, és molt injust. Sincerament, que es replantegi la seva feina perquè està sent molt egoista.",ca,ca,ca
2019-20,A,,"Durant aquesta quarentena no ha impartit gaire bé cap classe, fen una classe rápida. Només penjant power points de casi 200 pag cada temari, excels dificils de solucionar.
A més exàmens que no faciliten el alumnat, sense gaire bé tenir temps i sense opció de poder tirar enrera o en davant.",ca,ca,ca
2019-20,A,,"La assignatura en si és interessant, ara el fet de que el professor ho expliqui tot massa de presa, es un problema per a captar la idea. Reduiría el temari per aprofundir més, ja que, arribes al examen, i només fas que repondre lo memoritzat i no pas per haver entés el concepte.
En aquestos moments, no creiem que s'hagi gestionat bé. El sistema d'avaluació no s'ha adaptat bé. ",ca,ca,ca
2019-20,P,,"Pensem que es pensa que existeix només aquesta assignatura. També pensem que no es fica en la nostra pell. En aquets moments, no se'ns hauria de exigir tant. Un exemple sería que ens ""reganya"" per no fer preguntes al fòrum. Ha de entendre, que tothom ara mateix, o bé treballa o bé no está bé animicament... entre d'altres problemes que ara son molts.",ca,ca,ca
2019-20,P,,"es pensa que podem apendre tot el que teniem que fer a clase, online, tan teorica com practica i no es aixi.
i a l'hora de fer els examens es el profesor que menys temps deixa i mes llarg es el examen.",ca,ca,ca
2019-20,P,,"Ha tardat molt en comensar a fer classes online
Falta d'empatia",ca,en,ca
2019-20,A,,Als examens s'hauria de poder anar endavant i endarrere. ,ca,ca,ca
2019-20,A,,"El sistema d'avaluació és excessivament exigent. Si no s'arriba al 5, la prova no conta. És a dir, conta el mateix treure un 4'9 que un 0",ca,ca,ca
2019-20,P,,S'allarga amb explicacions irrellevants i després pretén que estudiem la materia d'examen del manual. ,ca,ca,ca
2019-20,A,,"La meva queixa es basa principalment en el plantejament on line de l'assignatura que des del meu punt de vista no estem rebent el temps necessari per a fer determinades proves també tenint en compte que és molt possible (sobretot per als que vivim en pobles petits) que l'internet no funcioni de forma adequada i ens trobem amb inicidències.
Les activitats proposades i la matèria impartida són satisfactòries, l'únic problema que plantejo és l'avaluació online en temps real.",ca,ca,ca
2019-20,A,,"Poc interés per com ha anat el primer examen virtual, per millorar-lo. Els preocupa més el que no pugem copiar, que el poder elaborar decentment un examen (no amb 13’), i així poder realment aprendre.",ca,ca,ca
2019-20,P,,"Un bon professor, però amb métodes educatius poc actuals. Tampoc mostra realment interés en que tota ho haguem entés i/o realment estiguem satisfets amb l’assignatura i les explicacions corresponents.",ca,ca,ca
2019-20,P,,"No hi ha enregistrament de les videoconferencies en el campus, no se per quin motiu.",ca,ca,ca
2019-20,A,,el temps per realitzar el primer parcial de DUE em va semblar insuficient (15 minuts) i els apunts que ens van penjar de les institucions de la Unió Europea (substituïnt a les classes) eren massa extensos. ,ca,ca,ca
2019-20,A,,"Haurien de canviar el mètode d'avaluació, especialment durant la pandemia. ",ca,ca,ca
2019-20,P,,"A l’hora de fer els examens online, ens fiquen moltes complicacions ja que per que ells vulguin intentar que no copiem ens deixen un temps ridicul per contestar un test de 40 preguntes que no dona temps ni a llegir la pregunta, ademes amb totes les complicacions de la situacio I els examens si no treus minim un 5 cosa dificil pel tipus d’examen que fan i el temos que deixen no et fan mitja les altres notes",ca,ca,ca
2019-20,A,,"Considero que el temps que es proposa per la realització de l'examen és insuficient.
40 minuts per resoldre 40 preguntes és molt poc, hem de tenir en compte que al posar una pregunta en cada pagina al pasar a la seguent plana es perd temps i això afecta a la puntuació, ja que si no contestem ens afecta negativament en el resultat de la prova. Soc conscient de la situació però amb aquest temps d'examen sembla una prova de velocitat i no una prova de coneixements. ",ca,ca,ca
2019-20,P,,"A l'hora d'establir els criteris d'un examen, en concret el temps, el seu únic punt de referéncia és que estem a casa i això comporta un temps insuficient per fer les proves amb certa tranquilitat. ",ca,ca,ca
2019-20,A,,"L'assignatura en si és interessant, hi ha molt temari però s'explica molt ràpid, fins i tot a vegades ni s'explica i ens ho deixen per entés",ca,ca,ca
2019-20,A,,He estat molt contenta amb la professora d’Alemany II i he après molt. Així com també han sigut unes classes molt dinàmiques i la professora Diana ha intentat en tot moment ajudar-nos. Molt contenta.,ca,ca,ca
2019-20,A,,"Hem donat temari del llibre i també ho hem profunditzat a través de fotocòpies o altres eines. Ha estat un temari adequat pel nivell en el que estem, encara que s'haurien de continuar explicant coses bàsiques abans d'ensenyar-nos el passat dels verbs (per exemple), ja que en un idioma és més important saber desenvolupar-se en una conversació; i tot això en el llibre ha escassejat una mica.",ca,ca,ca
2019-20,P,,"És una molt bona professora que ens ajuda ens tot el que necessitem i mai ha ficat cap inconvenient a l'hora de demanar-li alguna cosa, ja sigui presencialment o de manera online. Molt satisfeta amb la manera d'ensenyar aquest idioma (a diferència de l'any anterior). ",ca,ca,ca
2019-20,P,,"És una de les úniques professores , per no dir la única, que s'ha esforçat en no perdre ni tan sols un dia de classe i cada dia s' ha preocupat per que entenguessim tot el temari i ha estat a la nostra disponibilitat totalment.",ca,en,ca
2019-20,P,,"Ha sapigut adaptar l'assignatura a les noves condicions, també ens ha donat els mitjans necessaris per poder entendre l'assignatura i ha estat sempre atenta per resoldre els dubtes el més ràpid possible.",ca,ca,ca
2019-20,A,,"Crec que no cal profundir tant en les finances, que estudiem turisme per no fer mates i és el que més es fa a la carrera i no pas idioment o altres assignatures. (no és culpa de la Laura) ",ca,ca,ca
2019-20,A,,"Uns continguts d'una assignatura, que segur faré servir en un futur",ca,ca,ca
